"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8875","Verify Login Tests","chromium","Mon Jul 21 03:33:50 UTC 2025","passed","Mon Jul 21 03:33:59 UTC 2025","","loginTest.spec.ts","",""
